"","geneNames","feature","id","fc","pval","qval","logFC"
"4457","APOC3","gene","MSTRG.7283",5.45596168207108,0.00931110235243438,0.0243964669669573,2.44783351216264
"4500","SERPINA4","gene","MSTRG.11769",3.57785517446998,0.00993414612591836,0.0257802129907721,1.83909499071496
"4511","IGFBP2","gene","MSTRG.22955",2.05916564937267,0.0100260295827426,0.0259552146901502,1.04205989209537
"4521","FTCD","gene","MSTRG.24876",2.37823229647812,0.0101231889806943,0.026148772598219,1.24988963880486
"4532","CRP","gene","MSTRG.2582",5.64206588809528,0.0102093644374719,0.0263044413286701,2.49622351382729
"4548","GC","gene","MSTRG.28769",5.34403288077552,0.0104332345742976,0.0267896467367298,2.41792888445602
"4575","ADH4","gene","MSTRG.29049",4.18361098032465,0.010689802733969,0.0272864516562383,2.06474870654437
"4576","PLG","gene","MSTRG.33775",4.60565926852991,0.0107378209028726,0.0274030315786158,2.20340768299676
"4589","CYP2E1","gene","MSTRG.5475",6.41867286073186,0.0108673020520778,0.0276515028005904,2.68227503330295
"4593","AHSG","gene","MSTRG.27827",4.87606941125443,0.0108964946472035,0.0277050434334951,2.28571866298844
"4611","STK19","gene","MSTRG.32396",2.55283158124604,0.0111098012570725,0.028137119731098,1.35209836151473
"4614","CPN1","gene","MSTRG.5060",2.16208850331894,0.0111469761339282,0.0282129144542726,1.11242557981909
"4647","ITIH2","gene","MSTRG.3953",4.37261671084345,0.011543841727937,0.029009895351592,2.12849689207327
"4687","SULT2A1","gene","MSTRG.19998",3.26393663719908,0.01208463811961,0.0301097512184352,1.70661305054288
"4691","RDH16","gene","MSTRG.8650",2.55491120829361,0.0121108816922355,0.0301494087405513,1.35327315355805
"4703","ITIH3","gene","MSTRG.26525",3.63020475804115,0.0122072485101156,0.0303117686798064,1.86005092427596
"4723","C5","gene","MSTRG.38722",2.84300116604368,0.0124774119144692,0.0308514114624541,1.50741469073021
"4727","SERPINC1","gene","MSTRG.2873",4.73310869983027,0.0125369612902095,0.0309724209746281,2.24278805516423
"4728","C8A","gene","MSTRG.1321",3.14336452273159,0.0125419347206279,0.030978154328996,1.65230958509977
"4737","C8B","gene","MSTRG.1322",3.23939169943065,0.012663962472518,0.0312201295659838,1.69572292588528
"4769","HRG","gene","MSTRG.27831",3.94493107118203,0.013058464008266,0.0319766707252109,1.98000009260055
"4786","COLEC11","gene","MSTRG.20550",2.39298404624832,0.0133337364903854,0.0325347627945509,1.25881077862519
"4789","HPX","gene","MSTRG.5744",3.69894286333105,0.0133763798890414,0.0326183679983766,1.88711301567532
"4794","BAAT","gene","MSTRG.38534",2.59522322884375,0.0134916226508456,0.0328650749513089,1.37585863773337
"4841","HPD","gene","MSTRG.9489",4.25787918209116,0.0142922262190515,0.0344741795405642,2.09013501370029
"4902","SLC2A2","gene","MSTRG.27633",2.99242776868174,0.0150298889558751,0.0358055983734617,1.5813164237695
"4925","SLC22A1","gene","MSTRG.33768",2.58305682359464,0.015452792821985,0.0366411603198255,1.36907938105424
"4930","SLC38A3","gene","MSTRG.26448",2.36312921559067,0.015487394207408,0.0366859613700021,1.24069851784121
"4936","APOH","gene","MSTRG.17235",5.28704406638499,0.0157004670679621,0.0371454729375328,2.40246135132452
"4959","PON1","gene","MSTRG.34945",2.69675724077554,0.0160623525248199,0.0378253988273537,1.43122565754224
"4984","SLC13A5","gene","MSTRG.15687",2.06274050507323,0.0165580971684409,0.0387972429239673,1.0445623400847
"4996","ARG1","gene","MSTRG.33393",3.06979015838498,0.016766347121171,0.039190833002609,1.61814004067551
"4998","APOF","gene","MSTRG.8636",2.88778018639012,0.0167806162894222,0.0392084908018952,1.52996093056508
"5031","IGF2","gene","MSTRG.5600",2.68479068332734,0.0174468600447296,0.0404977999607141,1.424809614506
"5037","A1BG","gene","MSTRG.20479",2.98318290989478,0.0175799056801,0.0407580183705,1.5768524373138
"5043","UGT2B4","gene","MSTRG.28747",2.92743209740858,0.0176706159754028,0.0409195822646745,1.54963570740692
"5050","APOB","gene","MSTRG.20707",3.2428571537026,0.0178464027317449,0.0412693645745181,1.69726547517092
"5070","SPP2","gene","MSTRG.23219",2.68000845354034,0.0182400800059388,0.0420056696312183,1.42223755137763
"5099","HAO1","gene","MSTRG.23489",2.81789010895272,0.0185313862735217,0.0424405029079107,1.4946153510513
"5100","DPYS","gene","MSTRG.37146",2.25560678645697,0.0185345577008345,0.0424405029079107,1.17351558871523
"5110","ACSM2B","gene","MSTRG.14228",2.18563782461089,0.0187184632691619,0.0427705712203808,1.12805435621244
"5117","CYP8B1","gene","MSTRG.26273",2.2770410728811,0.0187903989034082,0.0428833844819231,1.18716031479797
"5119","ANGPTL8","gene","MSTRG.18912",2.30419418558401,0.0188682099507185,0.0430441406142782,1.20426230478974
"5163","ACSM2A","gene","MSTRG.14226",2.12818665855874,0.0199073782390502,0.0450277673979524,1.08962469198911
"5184","F9","gene","MSTRG.40491",2.62256127329434,0.0202517762623915,0.0456211888873858,1.39097648019824
"5192","INHBE","gene","MSTRG.8667",2.05557900527077,0.0204016122796546,0.0458868893305144,1.03954482231388
"5203","C6","gene","MSTRG.30148",2.68352393660204,0.0205130188950072,0.0460344027377054,1.42412875677617
"5217","CYP2C8","gene","MSTRG.4980",3.06095022355825,0.0208655544064342,0.046706525658106,1.61397958429334
"5219","LECT2","gene","MSTRG.31062",2.28714754948648,0.0209357187322656,0.0468456262416934,1.19354944054011
"5268","SERPIND1","gene","MSTRG.25033",3.00595267868213,0.0220707081017744,0.0489259167070085,1.58782229775462
"5292","ALDH8A1","gene","MSTRG.33445",2.20254632101755,0.022586170373071,0.0498415150447322,1.13917236030328
"5296","MASP2","gene","MSTRG.295",2.01810738483158,0.02269358011962,0.0500333820736318,1.01300294324611
"5322","BHMT","gene","MSTRG.30521",2.80326277367738,0.023466287353396,0.0514917894988647,1.48710698679368
"5357","SLC22A7","gene","MSTRG.32669",2.05968148720703,0.0242550189639912,0.0528747641331882,1.04242125374088
"5358","CPS1","gene","MSTRG.22904",3.20244864961684,0.0242872893437072,0.0529352304882068,1.67917543753426
"5408","APOM","gene","MSTRG.32367",2.68914845860337,0.025730797014794,0.0555629155951857,1.42714940362234
"5416","SERPINA11","gene","MSTRG.11763",2.69188054170933,0.0258769909995933,0.0557960673731999,1.42861438851156
"5427","AGXT","gene","MSTRG.23303",2.60313998350701,0.0261246399229851,0.0562158734145236,1.38025289456233
"5439","TTR","gene","MSTRG.18050",3.87098753875767,0.0263850404573207,0.0566509473176303,1.95270166340355
"5480","CFHR5","gene","MSTRG.3095",2.04658379104093,0.0273172231107964,0.0582136006364746,1.03321773467475
"5481","SLC10A1","gene","MSTRG.11422",2.14819938617798,0.0273585926313045,0.058291122924352,1.10312790398461
"5511","PGLYRP2","gene","MSTRG.19095",2.34235392200387,0.0282547021538162,0.0598726931141836,1.2279590788036
"5534","C3","gene","MSTRG.18761",2.05644698319604,0.0287914761040575,0.0607565699210668,1.04015387851659
"5587","CYP2A6","gene","MSTRG.19722",2.38546889724128,0.0303923655779902,0.0635264086665061,1.25427287597291
"5607","APOC1P1","gene","MSTRG.19874",2.13912450552236,0.0309037941862049,0.0643553137208446,1.09702045551472
"5651","CKMT2","gene","MSTRG.30563",2.0268420211879,0.0318918964755724,0.0659057807541559,1.01923364473437
"5667","RNU1-70P","gene","MSTRG.27632",2.0608857489467,0.0322001892942543,0.0663550045135524,1.04326452719798
"5695","FAM3B","gene","MSTRG.24714",2.57325743733472,0.0331552458443678,0.0679871748850794,1.36359579635943
"5748","BHMT2","gene","MSTRG.30520",2.20455341253514,0.0352080730068349,0.0715309458200797,1.14048643139506
"5986","CRHBP","gene","MSTRG.30497",2.09940459444162,0.0430562733986053,0.083997855120099,1.06998022768072
"6026","SERPINA6","gene","MSTRG.11760",2.14330732082897,0.0442442309773847,0.085742470851958,1.09983872749827
