"","geneNames","feature","id","fc","pval","qval","logFC"
"606","KRTAP13-2","gene","MSTRG.24525",0.472055381379125,1.31513311052434e-06,2.53314008585945e-05,-1.08297196887226
"609","GLIPR2","gene","MSTRG.37916",0.455338462037278,1.34717921596028e-06,2.58331016157375e-05,-1.13498876720865
"613","PRKACB","gene","MSTRG.1575",0.378183588915501,1.37945397349348e-06,2.62793858115121e-05,-1.40284133525892
"615","BCAR3","gene","MSTRG.1707",0.486485666234184,1.39518147301843e-06,2.64670056943269e-05,-1.03953079667954
"616","TCN2","gene","MSTRG.25347",0.455145731981636,1.39767444207184e-06,2.64670056943269e-05,-1.13559954266524
"621","REP15","gene","MSTRG.8114",0.17506780034796,1.42277937842383e-06,2.67555838667206e-05,-2.51401433693055
"624","TRPM4","gene","MSTRG.20066",0.455848327827532,1.44189027961872e-06,2.6984606867608e-05,-1.13337421148402
"630","ANO7","gene","MSTRG.23317",0.43225860290874,1.49813033067936e-06,2.77701047645612e-05,-1.21003341789021
"644","PLAAT2","gene","MSTRG.6410",0.320841493782702,1.62103057665952e-06,2.93950234071893e-05,-1.64006736019118
"646","IGKV3OR2-268","gene","MSTRG.21592",0.42868083516765,1.64212783748674e-06,2.96854007525854e-05,-1.22202417417901
"649","TRIP13","gene","MSTRG.29845",2.36595065416778,1.67016847574253e-06,3.00527387669049e-05,1.24241998418918
"651","IGKV5-2","gene","MSTRG.21619",0.367647704412178,1.70767810803163e-06,3.06332794863185e-05,-1.44360411810372
"654","B3GALT5","gene","MSTRG.24699",0.259038779980199,1.72565997713647e-06,3.07962409523028e-05,-1.94875999891753
"655","KPNA2","gene","MSTRG.17270",2.02830787835974,1.72877312110131e-06,3.07962409523028e-05,1.02027665671516
"659","OSM","gene","MSTRG.25329",2.16803492430535,1.76294288856127e-06,3.12407390783285e-05,1.11638799687459
"663","IGSF9","gene","MSTRG.2593",0.453560398096497,1.82005758087023e-06,3.20582691242873e-05,-1.14063341572711
"667","DERL3","gene","MSTRG.25188",0.461201058091343,1.8493643154649e-06,3.23791251514229e-05,-1.11653227205079
"669","CKB","gene","MSTRG.11948",0.217496896123495,1.86290367476527e-06,3.24919713651944e-05,-2.20093328233608
"670","PSAT1","gene","MSTRG.38249",3.28694501903433,1.86415660341499e-06,3.24919713651944e-05,1.71674732455637
"671","HSD3B2","gene","MSTRG.2032",0.188558883891007,1.86768886856203e-06,3.24968345836974e-05,-2.40691297069489
"673","GDF15","gene","MSTRG.19214",3.20782358727144,1.87442246146752e-06,3.25252682095359e-05,1.68159480364856
"676","ENTPD5","gene","MSTRG.11502",0.364593850522685,1.91727910636708e-06,3.31212801836608e-05,-1.45563786673918
"681","MAOA","gene","MSTRG.39628",0.372026838079198,1.95565454985669e-06,3.3536173029701e-05,-1.42652139353489
"682","ANXA3","gene","MSTRG.28874",2.0480079277243,1.96577870670289e-06,3.36603573854492e-05,1.03422129994065
"683","PINK1","gene","MSTRG.476",0.458723922488323,1.97245654720568e-06,3.37252526475373e-05,-1.12430194884676
"693","FAM107A","gene","MSTRG.26594",0.409525184855104,2.07312165967366e-06,3.49349419071703e-05,-1.28797591787258
"695","CLCA1","gene","MSTRG.1611",0.0533320779352442,2.09625636826694e-06,3.51712973350921e-05,-4.22885265008177
"697","CPNE5","gene","MSTRG.32553",0.376508054318062,2.10233467390353e-06,3.51712973350921e-05,-1.40924736730639
"698","DHCR7","gene","MSTRG.6714",2.26026387340388,2.10796550748071e-06,3.51712973350921e-05,1.17649120920182
"700","FOSL1","gene","MSTRG.6539",2.92552134268029,2.11056407328769e-06,3.51712973350921e-05,1.54869374315007
"703","TAC3","gene","MSTRG.8653",0.351429644505947,2.1184338292457e-06,3.51907116044542e-05,-1.50869220127061
"707","PFDN4","gene","MSTRG.24141",2.11994815169544,2.13438662932663e-06,3.52452732534649e-05,1.08402898072877
"715","PLS3","gene","MSTRG.40282",2.22563302065327,2.26100542766172e-06,3.69287012366903e-05,1.15421572972828
"716","SLC30A10","gene","MSTRG.3442",0.411357774931835,2.266896174552e-06,3.69732032491875e-05,-1.28153438323863
"717","CCL28","gene","MSTRG.30184",0.256443765314231,2.28145779579414e-06,3.715880633094e-05,-1.96328559808795
"720","COL4A2","gene","MSTRG.10504",2.66020061803715,2.30233489251219e-06,3.73425928816075e-05,1.41153505013751
"721","SQLE","gene","MSTRG.37297",2.73288606576422,2.30631735120834e-06,3.73553037828169e-05,1.45042531504471
"723","DSCC1","gene","MSTRG.37226",2.21034829536943,2.31591336075088e-06,3.74069657356137e-05,1.1442737200288
"737","C15orf48","gene","MSTRG.12643",0.263482042674041,2.41371348508324e-06,3.82460598084152e-05,-1.92422345495245
"739","MYC","gene","MSTRG.37322",2.51824086219906,2.43687659162717e-06,3.84402817563499e-05,1.33241627911784
"752","MACIR","gene","MSTRG.30731",0.435106697297218,2.55121123604596e-06,3.96184106576392e-05,-1.20055887142854
"756","RFC3","gene","MSTRG.9958",2.58828989517509,2.60413344777e-06,4.02262836019286e-05,1.37199921196302
"757","GTF3A","gene","MSTRG.9862",2.35521564800155,2.60807819041364e-06,4.02339988212028e-05,1.23585916177388
"758","PAQR4","gene","MSTRG.13889",2.19160204419276,2.64676061978442e-06,4.07768740340929e-05,1.13198585441512
"759","PID1","gene","MSTRG.23108",0.460650808467414,2.65395626108944e-06,4.08338619459848e-05,-1.11825454984134
"763","SLC9A1","gene","MSTRG.645",0.481194339355296,2.72726231620446e-06,4.1741768451685e-05,-1.05530842376173
"765","HSPH1","gene","MSTRG.9930",2.30643639209916,2.74722702919838e-06,4.19374081659853e-05,1.20566550568409
"767","DSC3","gene","MSTRG.18037",0.497156946769927,2.75442527142289e-06,4.19376510034896e-05,-1.00822672884871
"769","ADRA2A","gene","MSTRG.5224",0.412720788541955,2.79140898740149e-06,4.23902134653766e-05,-1.27676198687669
"774","PARM1","gene","MSTRG.28807",0.290796806829426,2.86055050979783e-06,4.31155314943332e-05,-1.781916667434
"776","ITGB7","gene","MSTRG.8533",0.456046923906425,2.88088701050349e-06,4.32757061905558e-05,-1.13274582004949
"777","MDFI","gene","MSTRG.32616",2.70176823104517,2.88286645511171e-06,4.32757061905558e-05,1.43390391956986
"783","IER5L","gene","MSTRG.38924",2.10746183122121,2.95395379146246e-06,4.40565419881208e-05,1.07550650238609
"785","MEP1A","gene","MSTRG.32739",0.176036038027888,2.9802282263125e-06,4.43351658941113e-05,-2.50605728783231
"788","SIAE","gene","MSTRG.7455",0.44649567940668,3.02683426889327e-06,4.485706927936e-05,-1.16328187996352
"792","SLC16A9","gene","MSTRG.4505",0.381539487207758,3.09804648912504e-06,4.56321796342116e-05,-1.39009571921478
"798","OLFML2B","gene","MSTRG.2681",2.6055242902873,3.23122823853161e-06,4.72860693854288e-05,1.38157370451565
"811","CXCL2","gene","MSTRG.28796",3.05320036350281,3.43455419238303e-06,4.94453545766512e-05,1.61032226820402
"816","LGALS9B","gene","MSTRG.16073",0.266552866936337,3.46954424124135e-06,4.96536000603143e-05,-1.90750639566365
"817","SLAMF7","gene","MSTRG.2622",0.379115695560801,3.48601756861022e-06,4.98282902891434e-05,-1.39928990891695
"821","PPAT","gene","MSTRG.28638",2.39604189968533,3.59146515971354e-06,5.10854203838425e-05,1.26065313681606
"833","SLC6A9","gene","MSTRG.1053",0.493998401479054,3.8157809292283e-06,5.34942253199616e-05,-1.01742172146197
"835","CTSG","gene","MSTRG.10844",0.275386793408571,3.86372700966753e-06,5.40366515196376e-05,-1.86046872038476
"842","B3GNT7","gene","MSTRG.23153",0.12073572210024,4.06080222581373e-06,5.63207225570698e-05,-3.05007550518948
"848","MEI1","gene","MSTRG.25625",0.449388435004439,4.15925822594421e-06,5.72780867483213e-05,-1.15396509759792
"853","LGALS4","gene","MSTRG.19646",0.322813393658923,4.21631186386939e-06,5.77135880654183e-05,-1.63122765702618
"858","TPSB2","gene","MSTRG.13755",0.268313666524685,4.26052172275426e-06,5.79887793453663e-05,-1.89800755491715
"869","GH1","gene","MSTRG.17190",0.429813186215161,4.38886002029903e-06,5.89794100311302e-05,-1.21821835108071
"877","CALB2","gene","MSTRG.15058",0.414962643742893,4.51154076053228e-06,6.00749977212041e-05,-1.26894662857875
"879","PDGFD","gene","MSTRG.7126",0.483381752286994,4.5591913341303e-06,6.05713724686844e-05,-1.04876508264849
"881","MZB1","gene","MSTRG.31123",0.493318588295513,4.59009112130371e-06,6.08434552946478e-05,-1.01940844563217
"886","TACSTD2","gene","MSTRG.1335",3.81137704759764,4.70122511342375e-06,6.19649061789645e-05,1.93031233651325
"888","PITPNM3","gene","MSTRG.15676",0.389251838001487,4.74239083625427e-06,6.23667119209205e-05,-1.36122424333033
"890","DPEP1","gene","MSTRG.15446",9.92039932730455,4.78110613366667e-06,6.27345589089431e-05,3.31039819479831
"895","FGL2","gene","MSTRG.34799",0.430975596148542,4.94058168465372e-06,6.43002493062523e-05,-1.21432191539262
"896","SLCO2A1","gene","MSTRG.27248",0.343393855280385,4.94096759540152e-06,6.43002493062523e-05,-1.54206387102731
"897","CA9","gene","MSTRG.37892",4.88147263547172,4.94247331106479e-06,6.43002493062523e-05,2.28731644356525
"899","ADAM12","gene","MSTRG.5406",2.14141512472241,4.97779646035923e-06,6.46615206496942e-05,1.09856449694939
"900","BOP1","gene","MSTRG.37495",2.05672481883079,5.00724887442239e-06,6.49718359505607e-05,1.04034878021889
"901","AOC1","gene","MSTRG.35747",0.309183846176637,5.02690710124654e-06,6.51545184554462e-05,-1.69346314965323
"906","UHRF1","gene","MSTRG.18705",2.37037072522592,5.11831957294984e-06,6.59476448277763e-05,1.24511271381472
"910","UCN3","gene","MSTRG.3915",0.427389318890021,5.18431334706193e-06,6.65301222714167e-05,-1.22637724158536
"911","PTGER2","gene","MSTRG.11160",0.498567437108464,5.19232009710269e-06,6.65597300702143e-05,-1.00413943559635
"918","ENTPD8","gene","MSTRG.39156",0.249878769633711,5.43589678259071e-06,6.91507653889916e-05,-2.00069976347188
"920","TOMM34","gene","MSTRG.23970",2.14825325660174,5.46363517772708e-06,6.93525343538009e-05,1.10316408201317
"924","MBOAT1","gene","MSTRG.32030",0.495382300904186,5.51868403497746e-06,6.97480434637086e-05,-1.01338577021488
"926","VEGFA","gene","MSTRG.32694",2.37890591065179,5.598130531137e-06,7.05993178645982e-05,1.25029821210755
"927","SNX24","gene","MSTRG.30872",0.464225274880568,5.61574948898524e-06,7.07451160003988e-05,-1.10710302211408
"929","CEACAM1","gene","MSTRG.19794",0.336012297408895,5.65401566210433e-06,7.10738373542027e-05,-1.57341406103162
"934","TMEM30B","gene","MSTRG.11287",0.440251932987549,5.77452713468318e-06,7.21697914932309e-05,-1.18359875646307
"936","FABP6","gene","MSTRG.31458",3.59836578901875,5.852174692067e-06,7.29384780707473e-05,1.84734185006351
"937","NEBL","gene","MSTRG.4096",2.40740404528512,5.85231665972685e-06,7.29384780707473e-05,1.26747829603338
"939","TPSAB1","gene","MSTRG.13756",0.258137287530419,5.93758838030034e-06,7.38121976222319e-05,-1.95378954334402
"943","CKS2","gene","MSTRG.38332",2.03674806190856,5.99560183256465e-06,7.42488209975503e-05,1.02626753537786
"945","PLS1","gene","MSTRG.27352",0.415159301217458,6.02606667499117e-06,7.44681551645999e-05,-1.26826307414355
"959","IQGAP3","gene","MSTRG.2520",2.27993483009262,6.33023667406807e-06,7.7084988404345e-05,1.18899258682602
"961","HAGLR","gene","MSTRG.22507",0.295762600902017,6.36576826096302e-06,7.73563389714112e-05,-1.75748845930088
"964","DPP10-AS1","gene","MSTRG.21967",0.371545299982213,6.44771712476899e-06,7.81083408537887e-05,-1.42838997544128
"966","IGLV2-33","gene","MSTRG.25115",0.239900497547419,6.4903424956686e-06,7.84287852640001e-05,-2.05949194514076
"968","BCAS1","gene","MSTRG.24136",0.229278118725762,6.54468080107939e-06,7.88708887551017e-05,-2.12482941773637
"971","IGKV2D-28","gene","MSTRG.21650",0.239011576585782,6.56126505826915e-06,7.88708887551017e-05,-2.06484759769213
"983","SERPINE1","gene","MSTRG.35085",5.27538365458496,6.76216419370768e-06,8.03342354568853e-05,2.39927601826343
"994","SI","gene","MSTRG.27579",0.22908764214105,7.11890464855092e-06,8.35761288414574e-05,-2.12602845860482
"1012","NELFCD","gene","MSTRG.24197",2.14108832989656,7.54080469711482e-06,8.70173095384456e-05,1.09834431486172
"1014","FRMD3","gene","MSTRG.38268",0.424795878688627,7.57777169702045e-06,8.72425154821287e-05,-1.23515832550688
"1015","SLC29A1","gene","MSTRG.32705",2.23879694070906,7.58273276368904e-06,8.72425154821287e-05,1.16272368142094
"1016","IGLV2-34","gene","MSTRG.25114",0.27018315419311,7.63502474621092e-06,8.77450766090558e-05,-1.88799036885328
"1018","IER3","gene","MSTRG.32317",2.34573192185405,7.64895427196599e-06,8.77450766090558e-05,1.23003814673781
"1024","PLAU","gene","MSTRG.4714",2.18547976359523,7.82753251549195e-06,8.92215137236389e-05,1.12795001958047
"1039","COL5A1","gene","MSTRG.39034",2.27840516530326,8.23934948324112e-06,9.26074333640903e-05,1.18802432211083
"1043","B3GNT6","gene","MSTRG.6891",0.163349598446424,8.41935721029863e-06,9.42677406537559e-05,-2.61396518660704
"1044","OLR1","gene","MSTRG.7871",2.46526665905328,8.42779976584218e-06,9.42718828213649e-05,1.30174370619215
"1045","SYP","gene","MSTRG.39739",0.429208644768022,8.45723355813455e-06,9.4510596642962e-05,-1.22024896092164
"1046","NTN1","gene","MSTRG.15795",0.472855669215957,8.49306170136455e-06,9.48202433542401e-05,-1.08052820113599
"1052","VSNL1","gene","MSTRG.20675",2.44029978366692,8.56352326739085e-06,9.50616204530326e-05,1.28705838952712
"1066","CST4","gene","MSTRG.23667",4.44678880236642,8.9442807233997e-06,9.79843436096264e-05,2.15276388635928
"1072","MFAP5","gene","MSTRG.7812",0.288169235350881,9.0912684526101e-06,9.90227288956475e-05,-1.79501177178216
"1081","PRSS22","gene","MSTRG.13880",2.56636299957003,9.49853006848578e-06,0.000102612242497481,1.3597252470607
"1084","IGLV4-60","gene","MSTRG.25090",0.305965533716181,9.62854259711765e-06,0.000103728893403266,-1.70855894895408
"1087","B3GALT5-AS1","gene","MSTRG.24700",0.276273468872756,9.78081144964449e-06,0.000105078487680725,-1.85583107115
"1096","ELOVL5","gene","MSTRG.32784",2.17038022136666,1.00175195509866e-05,0.000106737767624472,1.11794780554008
"1097","B4GALNT2","gene","MSTRG.16891",0.231261751008887,1.00284671928907e-05,0.000106757009916662,-2.11240142032209
"1098","EPHX2","gene","MSTRG.36319",0.475115251159858,1.00787684691461e-05,0.000107194770658186,-1.07365057700506
"1101","TSPAN1","gene","MSTRG.1113",0.224363491768042,1.01150215505719e-05,0.000107287213140398,-2.15609015392369
"1108","BEST2","gene","MSTRG.18986",0.227534166384701,1.05038153070947e-05,0.000110707179743909,-2.13584489914621
"1114","MAP3K20","gene","MSTRG.22466",2.07350596041609,1.06169491885799e-05,0.000111296887454431,1.05207219436245
"1117","CLDN2","gene","MSTRG.40218",5.72282123257181,1.08498503101906e-05,0.000113432902347722,2.51672654120275
"1122","C1QTNF12","gene","MSTRG.69",0.400715332514681,1.09619964012708e-05,0.000114094647035687,-1.31935038242412
"1124","LARGE2","gene","MSTRG.6173",3.06677092826481,1.10857778663487e-05,0.000115177681426352,1.61672040886165
"1130","CNTFR","gene","MSTRG.37848",0.401885848219271,1.13311857977694e-05,0.000117102290041018,-1.31514231884264
"1141","TNFAIP6","gene","MSTRG.22251",2.00710666935386,1.17237205187193e-05,0.000119990892390538,1.00511729196631
"1145","CADM3","gene","MSTRG.2576",0.369626103266682,1.17656181739534e-05,0.000119999029725264,-1.43586145035307
"1149","PTP4A3","gene","MSTRG.37408",2.32751525671631,1.19252733208342e-05,0.00012120395286397,1.21879062459043
"1155","PCSK9","gene","MSTRG.1300",3.06120391353507,1.22011995740134e-05,0.000123364163311973,1.61409914916005
"1160","VWA5A","gene","MSTRG.7453",0.438077150865576,1.26704831326929e-05,0.0001275568120893,-1.19074312604385
"1169","XDH","gene","MSTRG.20871",0.359210573415163,1.29464536464674e-05,0.000129331638736909,-1.47709827824618
"1174","G0S2","gene","MSTRG.3335",2.84009844799206,1.31283513837843e-05,0.000130590193747729,1.50594093957794
"1176","MFAP4","gene","MSTRG.16028",0.31866233328867,1.32938317561893e-05,0.000132011366708145,-1.64989959597609
"1178","TPX2","gene","MSTRG.23741",2.84246342761129,1.33168675638951e-05,0.00013201560221661,1.50714178688595
"1184","MMP11","gene","MSTRG.25186",3.83699427988872,1.35796893987461e-05,0.000133938862160943,1.93997661420254
"1186","MATN2","gene","MSTRG.37033",0.373209771128727,1.36513505718527e-05,0.000134410727886351,-1.42194133652614
"1189","IGLL5","gene","MSTRG.25154",0.258053363823944,1.37470426313513e-05,0.000135019313581935,-1.95425865806314
"1196","FOXF2","gene","MSTRG.31801",0.415326062126151,1.39124739348961e-05,0.000135747911279955,-1.2676836897261
"1201","THY1","gene","MSTRG.7381",2.42689642593215,1.42627091639369e-05,0.000138684361046174,1.27911253906895
"1204","CXCL14","gene","MSTRG.31058",0.208064814321747,1.43882994700917e-05,0.000139556944528015,-2.26489508221903
"1210","CDC25B","gene","MSTRG.23442",2.14757916676221,1.45664493008679e-05,0.000140584293335153,1.10271131478171
"1217","ASCL2","gene","MSTRG.5609",3.94085174239728,1.49707101966268e-05,0.000143544170533726,1.97850747529876
"1218","IGHV1OR15-2","gene","MSTRG.12163",0.357056248390703,1.49714676922486e-05,0.000143544170533726,-1.48577672964666
"1219","AZGP1","gene","MSTRG.35018",5.50543724592777,1.49881619866399e-05,0.000143586345922872,2.46085714825489
"1224","TPD52L1","gene","MSTRG.33339",2.09564436351219,1.51478474956779e-05,0.000144523335828861,1.06739390841641
"1227","MFSD4A","gene","MSTRG.3259",0.2273042762287,1.5215437026761e-05,0.000144813262916475,-2.13730326935057
"1229","SLITRK6","gene","MSTRG.10319",0.413324395802775,1.52968538377207e-05,0.000145276728434817,-1.27465357592454
"1237","MB","gene","MSTRG.25438",0.303241828488952,1.56177657547607e-05,0.000147440799097895,-1.72145932557555
"1246","ASPRV1","gene","MSTRG.21350",0.485510643217693,1.5984175050443e-05,0.000149809948827507,-1.04242517257125
"1250","ITLN1","gene","MSTRG.2627",0.101591138267654,1.60920082770133e-05,0.000150337978127169,-3.29915353268769
"1253","SCGB2A1","gene","MSTRG.6359",0.316960380540566,1.62624460340322e-05,0.000151566516189487,-1.65762557745603
"1259","IGKV1-27","gene","MSTRG.21631",0.258641576268615,1.65088321060214e-05,0.000153129580090642,-1.95097388990435
"1261","CDCA5","gene","MSTRG.6482",2.12250513042913,1.67426632586842e-05,0.000155049616953224,1.08576804100362
"1271","NEDD4L","gene","MSTRG.18285",0.429374333785762,1.70115363439249e-05,0.000156302691915307,-1.21969213943051
"1286","SORD","gene","MSTRG.12627",2.21335840811553,1.76085705618778e-05,0.000159801991727355,1.14623708500421
"1287","SCG2","gene","MSTRG.23075",0.339804619342153,1.76113344196871e-05,0.000159801991727355,-1.55722263007353
"1308","LIPH","gene","MSTRG.27810",0.410855616556279,1.9321785415749e-05,0.000172507500065074,-1.28329660578507
"1313","FBLN1","gene","MSTRG.25711",0.235482339785837,1.95942003717864e-05,0.000174273474441524,-2.08630922723085
"1331","SAPCD2","gene","MSTRG.39122",2.2964484878105,2.09336533130156e-05,0.000183668822982266,1.19940442248164
"1339","RPL22L1","gene","MSTRG.27627",2.02091946272445,2.14629257822008e-05,0.000187187488636699,1.01501182887093
"1353","CHI3L1","gene","MSTRG.3192",4.41010778946492,2.26483554115475e-05,0.00019548225757284,2.14081391778417
"1361","ISX","gene","MSTRG.25425",0.282806745194297,2.33419634765308e-05,0.000200284679999212,-1.82211156476016
"1368","TDGF1","gene","MSTRG.26345",2.85372176882244,2.39620071345037e-05,0.000204552864997613,1.51284468228832
"1386","CRPPA","gene","MSTRG.34101",0.361666299181968,2.50274204995904e-05,0.000210873172145899,-1.46726892395542
"1391","CDC42EP5","gene","MSTRG.20312",0.412013457060517,2.5252103417861e-05,0.000212001483618821,-1.27923663583466
"1401","TMEM54","gene","MSTRG.791",0.419536437041822,2.58801253874008e-05,0.000215723129389055,-1.25313197967707
"1411","RRM2","gene","MSTRG.20601",2.20135281395547,2.63807478638745e-05,0.000218337614141974,1.13839038655269
"1412","TPSG1","gene","MSTRG.13753",0.235375513576506,2.65172060297525e-05,0.00021931156658318,-2.0869638521627
"1415","TRIM36","gene","MSTRG.30809",0.479124754302648,2.69341735610329e-05,0.000222287829572963,-1.06152674168195
"1423","ALDH4A1","gene","MSTRG.442",2.84722946521794,2.79852677087522e-05,0.000229664059243013,1.50955876810358
"1424","MAP4K1","gene","MSTRG.19635",0.404294707163459,2.80398830497797e-05,0.000229950670123123,-1.30652077824044
"1436","APLN","gene","MSTRG.40385",2.10284172358589,2.94750491043327e-05,0.000239700294874929,1.07234026557563
"1439","IGHV3-35","gene","MSTRG.12112",0.291581321478353,2.96501785328473e-05,0.000240519258655027,-1.77802979042707
"1443","UBE2C","gene","MSTRG.24000",2.70136268574612,3.026505539383e-05,0.000244930919535098,1.43368734951006
"1444","INHBB","gene","MSTRG.22010",2.35660445207129,3.03051703212098e-05,0.000244955494703492,1.23670962752158
"1456","DDIT4","gene","MSTRG.4650",2.51688816190481,3.11947990877526e-05,0.000250201142683224,1.33164111167171
"1465","CADPS","gene","MSTRG.26623",2.34651732957916,3.15804440025325e-05,0.000251738174103464,1.23052111504574
"1470","C1orf210","gene","MSTRG.1023",0.411070777336401,3.19299300691744e-05,0.000253658315202598,-1.28254127927439
"1471","LY6E","gene","MSTRG.37431",2.44913722461664,3.27102677762925e-05,0.000259680834188677,1.29227361005036
"1492","KRT17","gene","MSTRG.16571",4.04256522899697,3.50249962541849e-05,0.000274143368804538,2.01527105255886
"1495","PLAC9","gene","MSTRG.4807",0.479529542043849,3.54019808604944e-05,0.000276538015042711,-1.06030839779349
"1497","C2","gene","MSTRG.32390",3.5647828678585,3.55647206415899e-05,0.000277438081264186,1.83381420429783
"1500","LINC01614","gene","MSTRG.22938",2.128102919344,3.5899451010124e-05,0.000279489192597486,1.08956792416463
"1502","IGHV3-71","gene","MSTRG.12157",0.267942018228295,3.60536732739725e-05,0.000280316109516279,-1.90000725489328
"1509","S100A8","gene","MSTRG.2387",2.44648646991111,3.67328457469007e-05,0.000284271817516439,1.29071130408871
"1511","S100A2","gene","MSTRG.2392",2.73881929363829,3.6892736108296e-05,0.000285033961527772,1.45355408065727
"1520","EDN2","gene","MSTRG.981",0.444117145895075,3.8186882723279e-05,0.000293385800291087,-1.17098782482013
"1530","AVIL","gene","MSTRG.8691",0.470900695412852,4.00458595393172e-05,0.00030565722071905,-1.08650524171704
"1539","PMEPA1","gene","MSTRG.24171",2.63714465690522,4.10333759073289e-05,0.000311363069425463,1.39897671040453
"1541","PLEKHS1","gene","MSTRG.5244",2.03813633162704,4.13708963029613e-05,0.000313516759913032,1.02725055708956
"1546","IGHV6-1","gene","MSTRG.12071",0.321518935530065,4.21558263407062e-05,0.000318431914622747,-1.63702438877779
"1549","SLC1A1","gene","MSTRG.37586",0.491323902983447,4.23068579713526e-05,0.000318953833046776,-1.02525366675543
"1562","SRPX","gene","MSTRG.39581",0.462714548336469,4.38011631398449e-05,0.000327135430982533,-1.11180563509607
"1574","CIDEC","gene","MSTRG.25894",0.485275518016417,4.51876733751355e-05,0.00033526153092429,-1.04312401641977
"1589","ELFN1-AS1","gene","MSTRG.33933",2.48707391988373,4.71831739980999e-05,0.000346762181214481,1.31444938743614
"1593","ADAM28","gene","MSTRG.36283",0.482943587958927,4.78551201514854e-05,0.000350817384261799,-1.05007341540184
"1594","TNFRSF11B","gene","MSTRG.37211",2.00503687267269,4.79662345099774e-05,0.000351328333401008,1.00362876811804
"1595","PYCR1","gene","MSTRG.17627",2.01847036106285,4.79849881636074e-05,0.000351328333401008,1.01326240264127
"1604","MSX2","gene","MSTRG.31595",2.30311612329151,4.87297640658912e-05,0.000354541942565384,1.20358715375919
"1608","FHL1","gene","MSTRG.40468",0.382470423359565,4.94424609752686e-05,0.000359072798052977,-1.38657990714035
"1611","REEP6","gene","MSTRG.18547",3.05116322352617,4.99469896804161e-05,0.000362061418676536,1.60935935968486
"1630","LGI4","gene","MSTRG.19498",0.451257524217831,5.4005605676144e-05,0.000386918689009822,-1.14797710735015
"1640","PBLD","gene","MSTRG.4567",0.468038865586018,5.54926574314329e-05,0.000395148325295289,-1.09529975982208
"1656","IGHV1-58","gene","MSTRG.12142",0.469605560377041,5.91124163498158e-05,0.000416856762157699,-1.09047860406953
"1660","ATP8A1","gene","MSTRG.28517",0.36588785241815,5.94658005612647e-05,0.000418015499410609,-1.45052657630523
"1661","CPA3","gene","MSTRG.27395",0.366483169392707,5.94843147474489e-05,0.000418015499410609,-1.44818115025604
"1670","CPXM1","gene","MSTRG.23413",2.18196667605725,6.06879070592647e-05,0.000424308511417121,1.12562906836451
"1684","IGFBP6","gene","MSTRG.8523",0.419541780218126,6.21361262826969e-05,0.000430325524849376,-1.25311360576675
"1686","C2CD4A","gene","MSTRG.12914",2.00028729165906,6.21566935810058e-05,0.000430325524849376,1.00020722224296
"1689","ATP1A2","gene","MSTRG.2604",0.418462995961926,6.25334559885005e-05,0.00043236571878846,-1.25682804177137
"1698","MYBL2","gene","MSTRG.23941",2.64402225272838,6.43534920869993e-05,0.000442591331326253,1.4027343189658
"1699","SMIM32","gene","MSTRG.31070",0.464421247291506,6.47653444258989e-05,0.000445006689068788,-1.10649411781549
"1702","H19","gene","MSTRG.5596",6.76293320923128,6.50145592575591e-05,0.000446086970040996,2.75764910576636
"1703","COL11A1","gene","MSTRG.1799",2.7390831032673,6.55369788848947e-05,0.000449407421854258,1.45369303780409
"1712","INSL5","gene","MSTRG.1434",0.142776720117664,6.7127728498706e-05,0.000457895802224234,-2.80816732916703
"1718","IL1B","gene","MSTRG.21932",2.37683349052581,6.85097569035342e-05,0.00046551845343599,1.24904083857404
"1725","IGKV2D-29","gene","MSTRG.21649",0.287228195761162,7.05910620411032e-05,0.000477739341817133,-1.79973071658934
"1732","PPP1R36","gene","MSTRG.11327",0.486094347944091,7.23571860706818e-05,0.000487779402750325,-1.04069173558176
"1746","PIGR","gene","MSTRG.3300",0.11658860551898,7.47856969172123e-05,0.000500198951087746,-3.10050129746846
"1767","PCSK1N","gene","MSTRG.39718",0.322896518330263,7.83895410343405e-05,0.000517809359513341,-1.63085620988079
"1790","UBD","gene","MSTRG.32235",2.77584862870798,8.28491019395639e-05,0.000540509392430294,1.47292889768325
"1803","MT1F","gene","MSTRG.14779",0.372800000944837,8.44846603924587e-05,0.000547205692769347,-1.42352623123875
"1806","IGHV4-59","gene","MSTRG.12143",0.301906212630366,8.4968870793567e-05,0.000549333353839672,-1.72782764993115
"1808","NR0B2","gene","MSTRG.639",2.35163358536866,8.51518573865562e-05,0.000550001875309847,1.23366328732027
"1813","MT1E","gene","MSTRG.14774",0.315301338887489,8.66634517224796e-05,0.000558221615672982,-1.66519679863002
"1814","MORC4","gene","MSTRG.40216",2.03439306812378,8.68769849120543e-05,0.000559288550056764,1.0245984513913
"1827","IGLV3-10","gene","MSTRG.25148",0.287079658346796,8.94679375917917e-05,0.000571870046632153,-1.80047698601378
"1828","IGKV1D-17","gene","MSTRG.21658",0.304774037549267,8.95846884977347e-05,0.000572303059232246,-1.71418808409758
"1833","FKBP10","gene","MSTRG.16579",2.17361444419078,9.146113030023e-05,0.000582696715573424,1.12009605775992
"1836","TNFRSF11A","gene","MSTRG.18324",0.488599028087993,9.25334883425943e-05,0.000588565401342493,-1.03327710106121
"1866","IGHVII-26-2","gene","MSTRG.12100",0.299006949111151,0.000100560258271098,0.000629336921805942,-1.74174908092654
